year,make,model,trim,body,market,function_key,location_hint,tech,bulb_code,base,qty,serviceable,notes,source_1,source_2,confidence
1991,Subaru,Sambar,Van 4WD (JDM),Van,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1991,Subaru,Sambar,Van 4WD (JDM),Van,JDM,third_brake,Rear Glass,bulb,921,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
1991,Subaru,Sambar,Van 4WD (JDM),Van,JDM,turn_front,Bumper,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1991,Subaru,Sambar,Van 4WD (JDM),Van,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1991,Subaru,XT6,Base (US),Coupe,USDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,eBay,high
1991,Subaru,XT6,Base (US),Coupe,USDM,headlight_high,Headlamp Housing,sealed_beam,H6054,,2,true,Rectangular Sealed Beam High/Low (Pop-up),Owner's Manual,eBay,high
1991,Subaru,XT6,Base (US),Coupe,USDM,headlight_low,Headlamp Housing,sealed_beam,H6054,,2,true,Rectangular Sealed Beam High/Low (Pop-up),Owner's Manual,eBay,high
1991,Subaru,XT6,Base (US),Coupe,USDM,license_plate,Trunk/Bumper,bulb,194,W2.1x9.5d,2,true,,Owner's Manual,Dorman,high
1991,Subaru,XT6,Base (US),Coupe,USDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,Owner's Manual,eBay,high
1991,Subaru,XT6,Base (US),Coupe,USDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,eBay,high
1991,Subaru,XT6,Base (US),Coupe,USDM,turn_front,Bumper,bulb,1157,BAY15d,2,true,Park/Turn,Owner's Manual,eBay,high
1991,Subaru,XT6,Base (US),Coupe,USDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,Owner's Manual,eBay,high
1992,Subaru,Alcyone SVX,S3 (JDM),Coupe,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S3 (JDM),Coupe,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S3 (JDM),Coupe,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S3 (JDM),Coupe,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S3 (JDM),Coupe,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S3 (JDM),Coupe,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S3 (JDM),Coupe,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S3 (JDM),Coupe,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S3 (JDM),Coupe,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S4 (JDM),Coupe,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S4 (JDM),Coupe,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S4 (JDM),Coupe,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S4 (JDM),Coupe,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S4 (JDM),Coupe,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S4 (JDM),Coupe,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S4 (JDM),Coupe,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S4 (JDM),Coupe,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,S4 (JDM),Coupe,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,Version L (JDM),Coupe,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,Version L (JDM),Coupe,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,Version L (JDM),Coupe,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,Version L (JDM),Coupe,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,Version L (JDM),Coupe,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,Version L (JDM),Coupe,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,Version L (JDM),Coupe,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,Version L (JDM),Coupe,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Alcyone SVX,Version L (JDM),Coupe,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.5i (JDM),Sedan,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.5i (JDM),Sedan,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.5i (JDM),Sedan,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.5i (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.5i (JDM),Sedan,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.5i (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.5i (JDM),Sedan,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.5i (JDM),Sedan,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.5i (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.6i (JDM),Sedan,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.6i (JDM),Sedan,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.6i (JDM),Sedan,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.6i (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.6i (JDM),Sedan,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.6i (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.6i (JDM),Sedan,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.6i (JDM),Sedan,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.6i (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.8i (JDM),Sedan,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.8i (JDM),Sedan,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.8i (JDM),Sedan,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.8i (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.8i (JDM),Sedan,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.8i (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.8i (JDM),Sedan,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.8i (JDM),Sedan,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,1.8i (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,2.0i (JDM),Sedan,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,2.0i (JDM),Sedan,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,2.0i (JDM),Sedan,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,2.0i (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,2.0i (JDM),Sedan,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,2.0i (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,2.0i (JDM),Sedan,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,2.0i (JDM),Sedan,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,2.0i (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX (JDM),Sedan,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX (JDM),Sedan,JDM,fog_front,Bumper,bulb,H3,PK22s,2,true,Projector Fog,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX (JDM),Sedan,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX (JDM),Sedan,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX (JDM),Sedan,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX (JDM),Sedan,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX (JDM),Sedan,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,fog_front,Bumper,bulb,H3,PK22s,2,true,Projector Fog,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Justy,4WD (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Justy,4WD (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Justy,4WD (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Justy,4WD (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,4WD (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,4WD (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,4WD (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Justy,4WD (JDM),Hatchback,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Justy,4WD (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Justy,GL (US),Hatchback,USDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,Sylvania,high
1992,Subaru,Justy,GL (US),Hatchback,USDM,headlight_high,Headlamp Housing,sealed_beam,H6054,,2,true,Rectangular Sealed Beam High/Low,Owner's Manual,Sylvania,high
1992,Subaru,Justy,GL (US),Hatchback,USDM,headlight_low,Headlamp Housing,sealed_beam,H6054,,2,true,Rectangular Sealed Beam High/Low,Owner's Manual,Sylvania,high
1992,Subaru,Justy,GL (US),Hatchback,USDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,Owner's Manual,Sylvania,high
1992,Subaru,Justy,GL (US),Hatchback,USDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,Owner's Manual,Sylvania,high
1992,Subaru,Justy,GL (US),Hatchback,USDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,Sylvania,high
1992,Subaru,Justy,GL (US),Hatchback,USDM,turn_front,Bumper,bulb,1157,BAY15d,2,true,Park/Turn,Owner's Manual,Sylvania,high
1992,Subaru,Justy,GL (US),Hatchback,USDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,Owner's Manual,Sylvania,high
1992,Subaru,Justy,J (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Justy,J (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Justy,J (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Justy,J (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,J (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,J (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,J (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Justy,J (JDM),Hatchback,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Justy,J (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Justy,JL (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Justy,JL (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Justy,JL (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Justy,JL (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,JL (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,JL (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,JL (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Justy,JL (JDM),Hatchback,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Justy,JL (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Justy,RS (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Justy,RS (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Justy,RS (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Justy,RS (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,RS (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,RS (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Justy,RS (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Justy,RS (JDM),Hatchback,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Justy,RS (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,GT (JDM),Wagon,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,GT (JDM),Wagon,JDM,fog_front,Bumper,bulb,H3,PK22s,2,true,Projector Fog,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,GT (JDM),Wagon,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,GT (JDM),Wagon,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,GT (JDM),Wagon,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,GT (JDM),Wagon,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,GT (JDM),Wagon,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,GT (JDM),Wagon,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,GT (JDM),Wagon,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,GT (JDM),Wagon,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,LSi (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,Owner's Manual,Sylvania,high
1992,Subaru,Legacy,LSi (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,Owner's Manual,Sylvania,high
1992,Subaru,Legacy,RS (JDM),Sedan,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,RS (JDM),Sedan,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,RS (JDM),Sedan,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,RS (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,RS (JDM),Sedan,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1992,Subaru,Legacy,RS (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
